38000(1400000),
1419.2,0.000417444
1419.209375,0.000416857
1419.21875,0.000417652
1419.228125,0.000418048
1419.2375,0.000418902
1419.246875,0.000418807
1419.25625,0.000417583
1419.265625,0.000419155
1419.275,0.000419908
1419.284375,0.000420085
1419.29375,0.000419839
1419.303125,0.00041925
1419.3125,0.000419964
1419.321875,0.000420451
1419.33125,0.000420522
1419.340625,0.000420556
1419.35,0.000420701
1419.359375,0.000420293
1419.36875,0.000420334
1419.378125,0.000420171
1419.3875,0.000420346
1419.396875,0.000420305
1419.40625,0.000420085
1419.415625,0.000420111
1419.425,0.000420428
1419.434375,0.000420252
1419.44375,0.000420614
1419.453125,0.000420214
1419.4625,0.000420505
1419.471875,0.000419855
1419.48125,0.00042004
1419.490625,0.000419919
1419.5,0.000419622
1419.509375,0.000419545
1419.51875,0.000420321
1419.528125,0.000420504
1419.5375,0.000419518
1419.546875,0.000419369
1419.55625,0.000419412
1419.565625,0.000419564
1419.575,0.000419413
1419.584375,0.000419453
1419.59375,0.000420005
1419.603125,0.000419311
1419.6125,0.000419952
1419.621875,0.000419615
1419.63125,0.000419652
1419.640625,0.000420046
1419.65,0.000419448
1419.659375,0.000419354
1419.66875,0.0004191
1419.678125,0.000419481
1419.6875,0.000418717
1419.696875,0.000419379
1419.70625,0.000418907
1419.715625,0.000419473
1419.725,0.000419378
1419.734375,0.000418899
1419.74375,0.000420298
1419.753125,0.000419576
1419.7625,0.000419485
1419.771875,0.000419116
1419.78125,0.000419391
1419.790625,0.000419022
1419.8,0.00041893
1419.809375,0.000419283
1419.81875,0.000418768
1419.828125,0.000418623
1419.8375,0.000418734
1419.846875,0.000419055
1419.85625,0.000418796
1419.865625,0.000418529
1419.875,0.000418346
1419.884375,0.000418753
1419.89375,0.000418585
1419.903125,0.000418362
1419.9125,0.000418452
1419.921875,0.000418769
1419.93125,0.000418797
1419.940625,0.000418211
1419.95,0.000413351
1419.959375,0.000418616
1419.96875,0.000417982
1419.978125,0.000418223
1419.9875,0.000418712
1419.996875,0.000459709
1420.00625,0.000419359
1420.015625,0.000418311
1420.025,0.000417775
1420.034375,0.000418252
1420.04375,0.000418115
1420.053125,0.000418007
1420.0625,0.000417935
1420.071875,0.000416721
1420.08125,0.000418286
1420.090625,0.000418077
1420.1,0.000417923
1420.109375,0.000417836
1420.11875,0.000418146
1420.128125,0.000418412
1420.1375,0.000417744
1420.146875,0.000417724
1420.15625,0.000417852
1420.165625,0.000417578
1420.175,0.000413718
1420.184375,0.000417845
1420.19375,0.000416994
1420.203125,0.000417823
1420.2125,0.000417489
1420.221875,0.000418155
1420.23125,0.000418023
1420.240625,0.000417399
1420.25,0.000419644
1420.259375,0.000418313
1420.26875,0.000418436
1420.278125,0.000418927
1420.2875,0.000419204
1420.296875,0.000419879
1420.30625,0.000420897
1420.315625,0.000421953
1420.325,0.000422081
1420.334375,0.000423638
1420.34375,0.000424506
1420.353125,0.000424773
1420.3625,0.000425354
1420.371875,0.000425676
1420.38125,0.000425396
1420.390625,0.000425037
1420.4,0.000425293
1420.409375,0.00042543
1420.41875,0.000424898
1420.428125,0.000423826
1420.4375,0.000423845
1420.446875,0.000423432
1420.45625,0.000422379
