64310(500000)
1419.937500000  0.000033286
1419.946875000  0.000033353
1419.956250000  0.000033266
1419.965625000  0.000033441
1419.975000000  0.000033505
1419.984375000  0.000033658
1419.993750000  0.000033798
1420.003125000  0.000033915
1420.012500000  0.000034016
1420.021875000  0.000034148
1420.031250000  0.000034316
1420.040625000  0.000034422
1420.050000000  0.000034539
1420.059375000  0.000034640
1420.068750000  0.000034787
1420.078125000  0.000034887
1420.087500000  0.000034967
1420.096875000  0.000035152
1420.106250000  0.000035300
1420.115625000  0.000035357
1420.125000000  0.000035440
1420.134375000  0.000035522
1420.143750000  0.000035705
1420.153125000  0.000035731
1420.162500000  0.000035830
1420.171875000  0.000035771
1420.181250000  0.000035926
1420.190625000  0.000035999
1420.200000000  0.000036056
1420.209375000  0.000036142
1420.218750000  0.000036163
1420.228125000  0.000036162
1420.237500000  0.000036265
1420.246875000  0.000036193
1420.256250000  0.000036303
1420.265625000  0.000036320
1420.275000000  0.000036439
1420.284375000  0.000036329
1420.293750000  0.000036406
1420.303125000  0.000036541
1420.312500000  0.000036410
1420.321875000  0.000036546
1420.331250000  0.000036544
1420.340625000  0.000036503
1420.350000000  0.000036473
1420.359375000  0.000036509
1420.368750000  0.000036579
1420.378125000  0.000036590
1420.387500000  0.000036591
1420.396875000  0.000036619
1420.406250000  0.000036629
1420.415625000  0.000036587
1420.425000000  0.000036656
1420.434375000  0.000036552
1420.443750000  0.000036569
1420.453125000  0.000036592
1420.462500000  0.000036625
1420.471875000  0.000036567
1420.481250000  0.000036524
1420.490625000  0.000036624
1420.500000000  0.000036584
1420.509375000  0.000036581
1420.518750000  0.000036533
1420.528125000  0.000036598
1420.537500000  0.000036461
1420.546875000  0.000036453
1420.556250000  0.000036495
1420.565625000  0.000036506
1420.575000000  0.000036485
1420.584375000  0.000036522
1420.593750000  0.000036473
1420.603125000  0.000036475
1420.612500000  0.000036535
1420.621875000  0.000036387
1420.631250000  0.000036447
1420.640625000  0.000036433
1420.650000000  0.000036451
1420.659375000  0.000036429
1420.668750000  0.000036397
1420.678125000  0.000036407
1420.687500000  0.000036471
1420.696875000  0.000036368
1420.706250000  0.000036465
1420.715625000  0.000036393
1420.725000000  0.000036389
1420.734375000  0.000036355
1420.743750000  0.000036365
1420.753125000  0.000036431
1420.762500000  0.000036421
1420.771875000  0.000036330
1420.781250000  0.000036319
1420.790625000  0.000035720
1420.800000000  0.000036913
1420.809375000  0.000036360
1420.818750000  0.000036446
1420.828125000  0.000036550
1420.837500000  0.000036315
1420.846875000  0.000036300
1420.856250000  0.000036451
1420.865625000  0.000036428
1420.875000000  0.000036465
1420.884375000  0.000036439
1420.893750000  0.000036439
1420.903125000  0.000036484
1420.912500000  0.000036447
1420.921875000  0.000036439
1420.931250000  0.000036424
1420.940625000  0.000036442
1420.950000000  0.000036431
1420.959375000  0.000036516
1420.968750000  0.000036537
1420.978125000  0.000036472
1420.987500000  0.000036434
1420.996875000  0.000036462
1421.006250000  0.000036484
1421.015625000  0.000036499
1421.025000000  0.000036545
1421.034375000  0.000036481
1421.043750000  0.000036569
1421.053125000  0.000036476
1421.062500000  0.000036481
1421.071875000  0.000036510
1421.081250000  0.000036378
1421.090625000  0.000036480
1421.100000000  0.000036493
1421.109375000  0.000036550
1421.118750000  0.000036497
1421.128125000  0.000036528
1421.137500000  0.000036564
1421.146875000  0.000036523
1421.156250000  0.000036500
1421.165625000  0.000036507
1421.175000000  0.000036421
1421.184375000  0.000036500
1421.193750000  0.000036488
1421.203125000  0.000036587
1421.212500000  0.000036422
1421.221875000  0.000036458
1421.231250000  0.000036398
1421.240625000  0.000036554
1421.250000000  0.000036437
1421.259375000  0.000036473
1421.268750000  0.000036430
1421.278125000  0.000036429
1421.287500000  0.000036433
1421.296875000  0.000036467
1421.306250000  0.000036370
1421.315625000  0.000036438
1421.325000000  0.000036327
1421.334375000  0.000036389
1421.343750000  0.000036332
1421.353125000  0.000036299
1421.362500000  0.000036310
1421.371875000  0.000036413
1421.381250000  0.000036351
1421.390625000  0.000036397
1421.400000000  0.000036374
1421.409375000  0.000036312
1421.418750000  0.000036250
1421.428125000  0.000036292
1421.437500000  0.000036320
1421.446875000  0.000036387
1421.456250000  0.000036250
1421.465625000  0.000036345
1421.475000000  0.000036177
1421.484375000  0.000036288
1421.493750000  0.000036196
1421.503125000  0.000036266
1421.512500000  0.000036303
1421.521875000  0.000036259
1421.531250000  0.000036280
1421.540625000  0.000036288
1421.550000000  0.000036258
1421.559375000  0.000036249
1421.568750000  0.000036264
1421.578125000  0.000036313
1421.587500000  0.000036294
1421.596875000  0.000036254
1421.606250000  0.000036292
1421.615625000  0.000036313
1421.625000000  0.000036260
1421.634375000  0.000036351
1421.643750000  0.000036336
